"peak_number","unique_id","compounds_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","sample_name","mass_list_name","mass_list_match"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a34_a",495943.204670358,7.2,"a","a34","18-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a34_b",634278.940459888,7,"b","a34","18-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a46_a",712191.351817779,5.3,"a","a46","25-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a46_b",581762.010034965,8.6,"b","a46","25-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a49_a",593478.045642394,7,"a","a49","29-bottom-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a49_b",663489.309043418,6.4,"b","a49","29-bottom-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a53_a",467522.982689768,8.3,"a","a53","29-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a53_b",646050.487412594,8.6,"b","a53","29-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a54_a",574234.901523089,6.4,"a","a54","29-top-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a54_b",544723.430046808,5.9,"b","a54","29-top-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a6_a",868893.823728209,7.5,"a","a6","01-top-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1512,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_12.299",35824,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.43,262.07434,263.08162,12.299,868893.823728209,12,91.1,9.6,"PreferredDDA","[M+H]+1","a6_b",811802.238780018,5.3,"b","a6","01-top-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1514,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_13.79",85859,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","No match","Partial match","Full match",0.31,262.07431,263.08159,13.79,286937.679338519,5,76,8.8,"PreferredDDA","[M+H]+1","a16_a",195646.798807518,7.4,"a","a16","08-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1514,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_13.79",85859,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","No match","Partial match","Full match",0.31,262.07431,263.08159,13.79,286937.679338519,5,76,8.8,"PreferredDDA","[M+H]+1","a16_b",162502.857304577,7.4,"b","a16","08-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1514,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_13.79",85859,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","No match","Partial match","Full match",0.31,262.07431,263.08159,13.79,286937.679338519,5,76,8.8,"PreferredDDA","[M+H]+1","a5_a",198677.11814969,5.2,"a","a5","01-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1514,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_13.79",85859,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","No match","Partial match","Full match",0.31,262.07431,263.08159,13.79,286937.679338519,5,76,8.8,"PreferredDDA","[M+H]+1","a5_b",200945.732088113,7.9,"b","a5","01-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a1_a",1715763.86103931,8.9,"a","a1","01-bottom-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a1_b",1730584.76496868,9.5,"b","a1","01-bottom-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a3_a",322129.948297483,8.3,"a","a3","01-top-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a3_b",324657.771106183,8.3,"b","a3","01-top-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a4_a",934582.694396694,8.6,"a","a4","01-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a4_b",1066562.76228427,9.1,"b","a4","01-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a5_a",378894.783860772,8.3,"a","a5","01-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a5_b",396968.747589446,8.8,"b","a5","01-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a53_a",653825.571492729,8.6,"a","a53","29-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
1510,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_8.552",12427,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2","Full match","Partial match","Full match",0.45,262.07434,263.08162,8.552,1730584.76496868,11,93,9.7,"PreferredDDA","[M+H]+1","a53_b",644500.155086849,7.5,"b","a53","29-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Single match found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a10_a",137309.540753491,6.8,"a","a10","04-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a10_b",176365.954265495,8.5,"b","a10","04-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a22_a",298944.203848089,5.5,"a","a22","11-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a22_b",209613.645780092,8.5,"b","a22","11-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a40_a",1036356.20288458,9.1,"a","a40","22-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a40_b",983074.114648496,9.1,"b","a40","22-bottom-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a49_a",283655.895450892,9.3,"a","a49","29-bottom-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a49_b",307483.369668193,8.8,"b","a49","29-bottom-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a51_a",279392.41139281,7.7,"a","a51","29-top-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a51_b",337980.726579447,8.8,"b","a51","29-top-quarter","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a53_a",898034.932790003,9.7,"a","a53","29-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
3859,"1-Deoxymannojirimycin_1.176",6967,"1-Deoxymannojirimycin","C6 H13 N O4","Full match","Not the top hit","Full match",0.12,163.08448,164.09175,1.176,1225667.41003538,2,81.6,9.1,"PreferredDDA","[M+H]+1","a53_b",1220326.53084968,9.7,"b","a53","29-middle-half","antibiotics_itn_msca_answer_160616_w_dtxsi_ds","Multiple matches found"
