"peak_number","unique_id","compounds_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","sample_name","mass_list_name","mass_list_match"
4811,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_16.314",22518,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,16.314,1432283.71786379,4,89.9,55.9,"PreferredDDA","[M+H]+1","a46_a",975762.61593512,5.3,"a","a46","25-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4811,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_16.314",22518,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,16.314,1432283.71786379,4,89.9,55.9,"PreferredDDA","[M+H]+1","a46_b",1198783.92224586,5.3,"b","a46","25-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4741,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol_19.343",29126,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol","C21 H30 O3","Not the top hit","Partial match","Full match",0.13,330.21954,331.22681,19.343,1458944.62742997,6,85.6,79.2,"PreferredDDA","[M+H]+1","a1_a",680658.35376487,8,"a","a1","01-bottom-quarter","kps_psychoactive_substances_v2","Single match found"
4741,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol_19.343",29126,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol","C21 H30 O3","Not the top hit","Partial match","Full match",0.13,330.21954,331.22681,19.343,1458944.62742997,6,85.6,79.2,"PreferredDDA","[M+H]+1","a1_b",944050.70595036,5.9,"b","a1","01-bottom-quarter","kps_psychoactive_substances_v2","Single match found"
4741,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol_19.343",29126,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol","C21 H30 O3","Not the top hit","Partial match","Full match",0.13,330.21954,331.22681,19.343,1458944.62742997,6,85.6,79.2,"PreferredDDA","[M+H]+1","a4_a",902388.350563393,5.9,"a","a4","01-bottom-half","kps_psychoactive_substances_v2","Single match found"
4741,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol_19.343",29126,"14-ethynyl-2,15-dimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-ene-5,9,14-triol","C21 H30 O3","Not the top hit","Partial match","Full match",0.13,330.21954,331.22681,19.343,1458944.62742997,6,85.6,79.2,"PreferredDDA","[M+H]+1","a4_b",330537.642169004,7.2,"b","a4","01-bottom-half","kps_psychoactive_substances_v2","Single match found"
4802,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_10.648",4106,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Invalid mass","Full match",0.68,288.20913,289.21637,10.648,216765.212612648,1,64.6,47.1,"PreferredDDA","[M+H]+1","a28_a",196224.738553928,7.9,"a","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4802,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_10.648",4106,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Invalid mass","Full match",0.68,288.20913,289.21637,10.648,216765.212612648,1,64.6,47.1,"PreferredDDA","[M+H]+1","a28_b",120960.184721672,8.2,"b","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4809,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_17.008",13557,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,17.008,4132873.7410571,4,86.8,54,"PreferredDDA","[M+H]+1","a2_a",2011098.32012572,6.7,"a","a2","01-middle-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4809,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_17.008",13557,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,17.008,4132873.7410571,4,86.8,54,"PreferredDDA","[M+H]+1","a2_b",1939395.78864551,6.7,"b","a2","01-middle-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4809,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_17.008",13557,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,17.008,4132873.7410571,4,86.8,54,"PreferredDDA","[M+H]+1","a28_a",2001202.04512518,6.2,"a","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4809,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_17.008",13557,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,17.008,4132873.7410571,4,86.8,54,"PreferredDDA","[M+H]+1","a28_b",2733325.67573556,7.8,"b","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4809,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_17.008",13557,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,17.008,4132873.7410571,4,86.8,54,"PreferredDDA","[M+H]+1","a3_a",1298254.62746052,6.2,"a","a3","01-top-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4809,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_17.008",13557,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Not the top hit","Partial match","Full match",0.73,288.20914,289.21642,17.008,4132873.7410571,4,86.8,54,"PreferredDDA","[M+H]+1","a3_b",1274531.03200884,5.7,"b","a3","01-top-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a1_a",704718.867496344,7.5,"a","a1","01-bottom-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a1_b",757461.683540753,7,"b","a1","01-bottom-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a28_a",458555.588754656,7.2,"a","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a28_b",481504.794796467,8.3,"b","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a40_a",102521.160766787,6,"a","a40","22-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a40_b",137424.776947843,6.8,"b","a40","22-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a50_a",270862.035433546,6.6,"a","a50","29-middle-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a50_b",216231.9580762,6.3,"b","a50","29-middle-quarter","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a52_a",339037.688211706,6.1,"a","a52","29-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a52_b",331377.084320355,5.5,"b","a52","29-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a53_a",614499.981025155,7,"a","a53","29-middle-half","kps_psychoactive_substances_v2","Multiple matches found"
4810,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_11.421",19283,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","No results","Full match",0.73,288.20914,289.21641,11.421,757461.683540753,0,NA,NA,"PreferredDDA","[M+H]+1","a53_b",647716.818874642,7.5,"b","a53","29-middle-half","kps_psychoactive_substances_v2","Multiple matches found"
10237,"3ß-Hydroxy-5a-pregnan-20-one_19.411",8245,"3ß-Hydroxy-5a-pregnan-20-one","C21 H34 O2","Not the top hit","Partial match","Full match",0.52,318.25605,319.26332,19.411,2839234.99560505,2,87.8,72.5,"PreferredDDA","[M+H]+1","a50_a",2388650.55717285,5.1,"a","a50","29-middle-quarter","kps_psychoactive_substances_v2","Single match found"
10237,"3ß-Hydroxy-5a-pregnan-20-one_19.411",8245,"3ß-Hydroxy-5a-pregnan-20-one","C21 H34 O2","Not the top hit","Partial match","Full match",0.52,318.25605,319.26332,19.411,2839234.99560505,2,87.8,72.5,"PreferredDDA","[M+H]+1","a50_b",2081056.37654716,6.2,"b","a50","29-middle-quarter","kps_psychoactive_substances_v2","Single match found"
10235,"3ß-Hydroxy-5a-pregnan-20-one_19.055",2678,"3ß-Hydroxy-5a-pregnan-20-one","C21 H34 O2","Full match","No results","Full match",0.36,318.25599,319.26327,19.055,16816097.2490353,0,NA,NA,"PreferredDDA","[M+H]+1","a22_a",6924374.07923807,5.7,"a","a22","11-bottom-half","kps_psychoactive_substances_v2","Single match found"
10235,"3ß-Hydroxy-5a-pregnan-20-one_19.055",2678,"3ß-Hydroxy-5a-pregnan-20-one","C21 H34 O2","Full match","No results","Full match",0.36,318.25599,319.26327,19.055,16816097.2490353,0,NA,NA,"PreferredDDA","[M+H]+1","a22_b",7469534.46853766,6.2,"b","a22","11-bottom-half","kps_psychoactive_substances_v2","Single match found"
10235,"3ß-Hydroxy-5a-pregnan-20-one_19.055",2678,"3ß-Hydroxy-5a-pregnan-20-one","C21 H34 O2","Full match","No results","Full match",0.36,318.25599,319.26327,19.055,16816097.2490353,0,NA,NA,"PreferredDDA","[M+H]+1","a4_a",8327252.81856303,5.1,"a","a4","01-bottom-half","kps_psychoactive_substances_v2","Single match found"
10235,"3ß-Hydroxy-5a-pregnan-20-one_19.055",2678,"3ß-Hydroxy-5a-pregnan-20-one","C21 H34 O2","Full match","No results","Full match",0.36,318.25599,319.26327,19.055,16816097.2490353,0,NA,NA,"PreferredDDA","[M+H]+1","a4_b",8236348.07365198,5.1,"b","a4","01-bottom-half","kps_psychoactive_substances_v2","Single match found"
5307,"2,14,15-trimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-ene-5,14-diol_19.965",15685,"2,14,15-trimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-ene-5,14-diol","C20 H32 O2","Not the top hit","Partial match","Full match",-0.08,304.24021,305.24768,19.965,1705572.73971696,8,91,82.8,"PreferredDDA","[M+H]+1","a6_a",1602313.52632874,6.7,"a","a6","01-top-half","kps_psychoactive_substances_v2","Multiple matches found"
5307,"2,14,15-trimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-ene-5,14-diol_19.965",15685,"2,14,15-trimethyltetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-ene-5,14-diol","C20 H32 O2","Not the top hit","Partial match","Full match",-0.08,304.24021,305.24768,19.965,1705572.73971696,8,91,82.8,"PreferredDDA","[M+H]+1","a6_b",1258189.03833976,5.3,"b","a6","01-top-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a22_a",967338.315407889,6.4,"a","a22","11-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a22_b",1107159.63974052,5.3,"b","a22","11-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a28_a",1876808.82525852,5.7,"a","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a28_b",1321605.90412379,5.7,"b","a28","15-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a4_a",1160824.14647752,5.3,"a","a4","01-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a4_b",979275.721442478,7.5,"b","a4","01-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a40_a",571683.581780647,5.3,"a","a40","22-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a40_b",569483.803089942,6.4,"b","a40","22-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a46_a",2006956.72091153,5.1,"a","a46","25-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a46_b",1386482.83021185,7.3,"b","a46","25-bottom-half","kps_psychoactive_substances_v2","Multiple matches found"
4804,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one_14.584",8004,"15-ethyl-14-hydroxytetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-6-en-5-one","C19 H28 O2","Full match","Partial match","Full match",0.66,288.20912,289.2164,14.584,2635082.33997319,4,93.2,67.3,"PreferredDDA","[M+H]+1","a49_a",2604324.05363444,8.4,"a","a49","29-bottom-quarter","kps_psychoactive_substances_v2","Multiple matches found"
