function	description	A4	A5	A6	A52	A53	A54
PF00154	recA bacterial DNA recombination protein	33275.95	33036.84	33686.960000000014	35519.539999999986	32156.009999999995	37001.88
PF00155	Aminotransferase class I and II	318736.61	326136.11	320640.12999999995	320632.27000000014	312936.3100000001	353062.52
PF00156	Phosphoribosyl transferase domain	210218.07	214730.10000000003	211211.61	217071.1	207664.49999999997	243808.71
PF00157	Pou domain - N-terminal to homeobox domain	0.0	0.0	0.0	0.0	0.0	3.56
PF00158	Sigma-54 interaction domain	93975.01	95475.59	100854.2	84256.49	92031.32	86471.70999999998
PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	71203.12	72148.04	71566.16	73794.91	68863.67999999996	62215.02
PF00162	Phosphoglycerate kinase	37037.95	37166.50999999999	37268.63000000001	37825.8	36735.52	39066.87999999998
PF00163	Ribosomal protein S4/S9 N-terminal domain	33990.710000000014	33652.919999999984	34380.14	37122.039999999986	33161.98	38440.92
PF00164	Ribosomal protein S12/S23	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00165	Bacterial regulatory helix-turn-helix proteins, AraC family	2833.0	596.0	3369.5	6428.0	2645.0	842.0
PF00166	Chaperonin 10 Kd subunit	39922.44	37713.169999999984	40601.13000000001	45578.88000000001	38683.75999999999	40274.05
PF00168	C2 domain	1.0	0.0	0.0	0.0	2.33	0.0
PF00171	Aldehyde dehydrogenase family	236356.31000000003	232889.95000000004	243826.32	250585.75	213745.16	317653.16
PF00173	Cytochrome b5-like Heme/Steroid binding domain	1322.19	1580.79	1543.21	2261.79	1863.9	756.04
PF00174	Oxidoreductase molybdopterin binding domain	36637.48	32421.14	34307.78	44694.15	33928.289999999986	29485.83
PF00175	Oxidoreductase NAD-binding domain 	118802.13999999998	121652.98999999995	121249.77	113332.71000000002	104527.65	142971.54999999993
PF00176	SNF2 family N-terminal domain	54091.39000000001	48548.95	54774.39	66758.97	53359.66999999999	69548.33
PF00177	Ribosomal protein S7p/S5e	36907.45	37111.50999999999	37185.13000000001	37673.8	36606.02	39036.87999999998
PF00179	Ubiquitin-conjugating enzyme	1.33	1.33	0.0	1.33	0.33	28.0
PF00180	Isocitrate/isopropylmalate dehydrogenase	69095.67000000001	73067.84000000001	70638.44999999997	63877.28000000001	68725.49999999999	84116.78999999996
PF00181	Ribosomal Proteins L2, RNA binding domain	36907.45	37111.50999999999	37185.13000000001	37673.8	36606.02	39036.87999999998
PF00182	Chitinase class I	1614.0	1637.17	2148.17	1069.21	680.67	3386.17
PF00183	Hsp90 protein	18285.86	19252.02	18943.08	15805.22	18244.93	17492.690000000002
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	76678.07	77637.83999999997	77158.03	83929.31999999999	77348.93999999997	80075.94999999997
PF00186	Dihydrofolate reductase	20492.67	22086.01	21580.66	19099.369999999995	18059.79	32454.88
PF00188	Cysteine-rich secretory protein family	22941.07	23342.87	24844.9	29706.47	24377.869999999995	34773.929999999986
PF00189	Ribosomal protein S3, C-terminal domain	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00190	Cupin	1955.0	2418.83	2391.38	2132.67	1753.5	6391.34
PF00194	Eukaryotic-type carbonic anhydrase	2591.83	2357.34	2433.84	1879.73	1145.0	1959.4
PF00195	Chalcone and stilbene synthases, N-terminal domain	6125.33	7398.73	6382.05	6923.75	5938.74	10450.34
PF00196	Bacterial regulatory proteins, luxR family	215673.49	213785.94000000003	221917.85	232595.96999999997	198763.31	257037.72
PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	67082.47000000003	67947.30999999997	69482.35	74460.94	60852.72999999999	116426.13
PF00199	Catalase	22852.59	21943.14	27211.43	25563.709999999995	16486.1	65401.63
PF00201	UDP-glucoronosyl and UDP-glucosyl transferase	12416.66	11360.16	11304.83	16665.75	11908.9	17893.28
PF00202	Aminotransferase class-III	166513.67	164839.81	169159.97999999998	178520.78999999995	157479.23000000007	213468.02
PF00203	Ribosomal protein S19	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00204	DNA gyrase B	61515.2	61616.42999999999	62769.79	63612.43	59147.049999999974	72907.43
PF00205	Thiamine pyrophosphate enzyme, central domain	82103.02	79970.66999999997	81270.77999999997	93158.73	80768.72	133621.02
PF00206	Lyase	111580.24	113954.45	114507.27	111006.11000000004	105377.54	141895.99000000002
PF00207	Alpha-2-macroglobulin family	8687.32	9039.26	10198.03	8535.07	7905.23	5667.44
PF00208	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	45545.62000000001	45027.88999999999	48945.06000000001	50933.96	44446.12999999999	63596.2
PF00209	Sodium:neurotransmitter symporter family	17426.880000000005	18845.88	18216.58	18650.4	17528.659999999996	32645.95
PF00210	Ferritin-like domain	65192.08999999999	67544.86	67203.93000000001	63179.09	61334.47	89353.94999999998
PF00211	Adenylate and Guanylate cyclase catalytic domain	43243.570000000014	40017.78000000001	40488.01	54894.91	41938.459999999985	44147.56
PF00213	ATP synthase delta (OSCP) subunit	32178.78	31897.669999999995	32734.63	33856.81	31056.849999999995	36662.88
PF00215	Orotidine 5'-phosphate decarboxylase / HUMPS family	45442.45	46860.19	46019.17000000001	44370.27	46603.77	52341.56000000001
PF00216	Bacterial DNA-binding protein	61929.00999999999	62665.17999999999	63813.42000000001	53760.02	55294.96	75005.83999999997
PF00217	ATP:guanido phosphotransferase, C-terminal catalytic domain	3019.13	3149.76	4047.69	4466.9	3407.73	7091.56
PF00218	Indole-3-glycerol phosphate synthase	32376.6	32623.509999999984	32847.119999999995	32916.32	31584.05	38434.01
PF00221	Aromatic amino acid lyase	17277.25	16322.23	19305.890000000007	22222.730000000003	16181.67	27858.29
PF00224	Pyruvate kinase, barrel domain	32459.22	32118.29	33051.41	35222.270000000004	31824.329999999994	30254.66
PF00226	DnaJ domain	92871.88	81142.75999999997	95322.62	113351.66999999998	90841.89	92488.58
PF00227	Proteasome subunit	45085.19	44267.2	44809.46	43487.65	41977.639999999985	36958.76
PF00230	Major intrinsic protein	32023.6	29533.179999999997	32945.74	35873.889999999985	31224.079999999994	39175.84
PF00231	ATP synthase	32312.78	32022.339999999997	32897.3	34039.81	31257.849999999995	36739.38
PF00232	Glycosyl hydrolase family 1	19527.25	18218.89	18836.640000000007	29545.32	19007.759999999995	29823.450000000004
PF00235	Profilin	0.0	0.0	0.0	0.0	0.0	4.0
PF00237	Ribosomal protein L22p/L17e	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00238	Ribosomal protein L14p/L23e	36908.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00239	Resolvase, N terminal domain	58631.18	57914.49	55202.44999999999	59191.53999999999	57720.23	79003.11000000003
PF00240	Ubiquitin family	3.0	0.0	0.0	0.0	0.0	13.0
PF00245	Alkaline phosphatase	9337.66	10235.17	11361.65	7974.08	9595.21	12699.68
PF00246	Zinc carboxypeptidase	15857.85	17617.71	18415.7	16361.95	15866.929999999997	36421.32
PF00248	Aldo/keto reductase family	141055.79	136243.67999999993	143104.07000000007	157760.04	136545.92	186491.09000000003
PF00251	Glycosyl hydrolases family 32 N-terminal domain	7868.329999999999	8546.6	6788.84	10492.54	7915.16	40335.32
PF00252	Ribosomal protein L16p/L10e	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00253	Ribosomal protein S14p/S29e	38727.45	39314.50999999999	38742.13000000001	40338.8	38586.02	42469.82
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase	98420.32	97644.19	103103.03999999998	95307.81000000004	88940.49999999999	115256.16999999998
PF00255	Glutathione peroxidase	30910.840000000004	29113.259999999995	34160.52	29179.44	25757.58	32863.53000000001
PF00258	Flavodoxin	32101.51	33404.3	33672.819999999985	30334.28	32070.399999999994	22263.75
PF00263	Bacterial type II and III secretion system protein	21569.120000000006	21484.94	25256.81	14392.09	16718.120000000006	28936.1
PF00264	Common central domain of tyrosinase	2577.0	260.0	3126.5	5935.0	2302.0	830.84
PF00265	Thymidine kinase	18918.68	17765.050000000007	20531.820000000003	22964.289999999994	18340.78	22507.13
PF00266	Aminotransferase class-V	173799.16	174865.32999999993	175200.86000000004	189603.81	169712.63	209347.61
PF00267	Gram-negative porin	504.98	538.02	669.9100000000002	297.34	137.87	2696.33
PF00268	Ribonucleotide reductase, small chain	17884.5	16692.26	20454.75	20881.279999999995	15439.4	36528.41
PF00269	Small, acid-soluble spore proteins, alpha/beta type	11480.92	11791.38	13867.71	16783.8	12068.37	19372.67
PF00270	DEAD/DEAH box helicase	294550.79	293348.37	299671.03999999986	301901.54	288419.37000000005	325621.6
PF00271	Helicase conserved C-terminal domain	350417.16	350971.77	353261.31000000006	351741.36	344477.52000000014	376458.3
PF00274	Fructose-bisphosphate aldolase class-I	3620.25	3225.0	4241.0	3180.25	3399.17	7788.31
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	73137.24000000003	73242.09999999999	74498.42	75557.45	71094.91999999997	85584.2
PF00276	Ribosomal protein L23	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	59743.53	62292.96999999999	59150.06000000001	54337.72	61992.88999999999	63035.919999999984
PF00281	Ribosomal protein L5	36907.45	37111.50999999999	37179.13000000001	37673.8	36606.02	39036.87999999998
PF00282	Pyridoxal-dependent decarboxylase conserved domain	34669.51	27353.849999999995	35075.45	45896.97	32609.29	31041.709999999992
PF00283	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits	0.0	2.0	0.0	0.0	0.0	0.0
PF00284	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit	0.0	2.0	0.0	0.0	0.0	0.0
PF00285	Citrate synthase, C-terminal domain	46835.52	47555.88	46713.56000000001	45354.88999999999	42714.58	72782.82999999999
PF00288	GHMP kinases N terminal domain	89130.04999999997	90040.21999999999	88241.83000000002	91457.77999999998	91186.37	89621.03999999998
PF00289	Biotin carboxylase, N-terminal domain	72692.59	76624.01	71656.20999999999	69579.99	67197.43999999999	114927.77
PF00290	Tryptophan synthase alpha chain	33643.85000000001	33954.849999999984	34435.619999999995	33651.07	31840.8	38693.84
PF00291	Pyridoxal-phosphate dependent enzyme	235714.01000000013	236742.6	238211.47000000003	244281.44	225386.24	260795.21000000005
PF00292	'Paired box' domain	0.0	0.0	0.0	0.0	0.0	2.0
PF00293	NUDIX domain	258850.53	253164.95	268130.53999999986	277752.29000000004	236186.04000000012	317763.59
PF00294	pfkB family carbohydrate kinase	150372.68	155257.05999999994	142660.11000000002	155777.92	147094.01999999993	167230.01999999993
PF00295	Glycosyl hydrolases family 28	2843.0	3389.9700000000007	2957.17	3504.0	4008.67	4781.3600000000015
PF00296	Luciferase-like monooxygenase	137417.97000000006	126330.41000000002	133956.24	174078.43	123073.38	207001.83
PF00297	Ribosomal protein L3	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00298	Ribosomal protein L11, RNA binding domain	36771.12	36986.50999999999	37086.46	37417.47	36451.02	39041.55
PF00300	Histidine phosphatase superfamily (branch 1)	157781.94	156206.41	156167.76	166778.48	143863.28999999998	200933.2
PF00301	Rubredoxin	27379.73	29418.299999999985	27051.78000000001	23263.61	27606.14	24129.270000000004
PF00302	Chloramphenicol acetyltransferase	222.17	309.85	380.83	190.4	108.7	1762.9
PF00303	Thymidylate synthase	22987.740000000005	24766.849999999995	24205.99	21123.22	20866.659999999996	34419.67
PF00305	Lipoxygenase	3.0	0.0	4.0	0.0	8.0	0.0
PF00306	ATP synthase alpha/beta chain, C terminal domain	32308.78	32010.339999999997	32883.3	34033.81	31244.849999999995	36702.38
PF00308	Bacterial dnaA  protein	39444.27	39284.22	40969.06000000001	39113.37	35443.139999999985	48479.56999999999
PF00309	Sigma-54 factor, Activator interacting domain (AID) 	20722.200000000004	21118.689999999995	23054.3	15570.64	19454.1	21551.980000000003
PF00310	Glutamine amidotransferases class-II	33731.020000000004	34047.34	33571.619999999995	32643.32	32769.88	39021.17
PF00311	Phosphoenolpyruvate carboxylase	13096.91	13770.7	14336.6	11792.82	11039.7	17487.86
PF00312	Ribosomal protein S15	36830.45	37100.50999999999	37021.13000000001	37661.8	36499.02	39036.87999999998
PF00313	'Cold-shock' DNA-binding domain	93527.54	94190.86000000004	93467.84	93870.13999999998	83812.4	135244.94
PF00314	Thaumatin family	8.0	0.5	2.0	0.0	2.33	5.0
PF00316	Fructose-1-6-bisphosphatase, N-terminal domain	10542.66	11081.05	11268.27	6607.24	9048.46	13883.11
PF00317	Ribonucleotide reductase, all-alpha domain	32131.17	32552.929999999997	34039.97	34113.78	32408.739999999987	43337.14
PF00318	Ribosomal protein S2	36899.45	37093.50999999999	37165.13000000001	37644.8	36580.02	39036.87999999998
PF00324	Amino acid permease	33163.25	35993.939999999995	36756.53	29195.84	22038.02	127082.44
PF00325	Bacterial regulatory proteins, crp family	3247.66	2504.8	4617.93	1831.07	1159.37	3504.69
PF00326	Prolyl oligopeptidase family	87212.77000000003	88585.75	99975.24000000002	91217.77	88920.21	126076.61999999998
PF00327	Ribosomal protein L30p/L7e	36780.289999999986	37075.67999999999	36976.13000000001	37593.22	36441.69	38993.88
PF00328	Histidine phosphatase superfamily (branch 2)	907.66	489.34	2071.36	381.57	336.4	6280.19
PF00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	37098.67000000001	34453.21	36918.76	40974.57	34851.42	28713.640000000007
PF00330	Aconitase family (aconitate hydratase)	84853.59000000001	85464.73	87563.73	79776.01	80834.03999999996	98000.82999999996
PF00331	Glycosyl hydrolase family 10	2634.66	3090.9	2605.67	3212.83	3557.83	3499.34
PF00332	Glycosyl hydrolases family 17	94.5	68.5	49.0	21.5	74.17	330.0
PF00333	Ribosomal protein S5, N-terminal domain	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00334	Nucleoside diphosphate kinase	31775.200000000004	31893.039999999986	32271.13	32792.81	30912.599999999995	38233.84
PF00338	Ribosomal protein S10p/S20e	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00339	Arrestin (or S-antigen), N-terminal domain	3.0	0.0	4.0	1.0	0.0	0.0
PF00342	Phosphoglucose isomerase	29680.28000000001	29289.339999999997	30818.13	32906.3	29657.849999999984	36564.88000000001
PF00343	Carbohydrate phosphorylase	31850.910000000003	34062.520000000004	28737.65	29790.53	34707.849999999984	21254.360000000004
PF00344	SecY translocase	37336.45	37565.50999999999	37492.13000000001	38070.8	37043.02	39199.37999999998
PF00345	Pili and flagellar-assembly chaperone, PapD N-terminal domain	5903.98	4976.4000000000015	9310.19	2309.48	1541.17	3337.2
PF00346	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	37854.17000000001	35178.21	37512.76	41906.57	35766.92	29025.140000000007
PF00347	Ribosomal protein L6	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
PF00348	Polyprenyl synthetase	72450.34000000001	76055.7	72748.70999999999	71198.31000000001	72053.28999999996	99971.28
PF00349	Hexokinase	333.2	412.5	434.8	967.1	515.4	7.0
PF00350	Dynamin family	13866.42	13636.12	14654.7	16547.75	12118.39	22650.4
PF00351	Biopterin-dependent aromatic amino acid hydroxylase	6260.5	6691.43	7325.67	4245.15	4346.700000000002	4381.62
PF00352	Transcription factor TFIID (or TATA-binding protein, TBP)	4347.0	4727.84	4094.84	3418.83	5348.67	2441.5
PF00353	Haemolysin-type calcium-binding repeat (2 copies)	14975.65	14940.46	13597.17	14749.0	13188.35	8229.42
PF00355	Rieske [2Fe-2S] domain	93595.21	90126.1	95628.62	103267.58	80545.26999999999	127445.1
PF00356	Bacterial regulatory proteins, lacI family	111936.9	117812.38	111502.30000000002	112587.79	109393.49	177244.22000000003
PF00358	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	7781.49	7974.13	7748.82	11373.66	7654.790000000001	16771.800000000007
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	24389.75	24722.54	23855.0	24895.5	23743.27	43304.919999999984
PF00360	Phytochrome region	856.5	582.8299999999998	2120.0	435.0	416.5	3174.75
PF00361	Proton-conducting membrane transporter	156205.87999999998	148177.03000000006	158068.04000000007	170907.97	143465.84000000005	153878.86
PF00364	Biotin-requiring enzyme	165656.62	169763.35999999993	167794.32999999993	169321.12999999998	155260.55999999994	241000.03
PF00365	Phosphofructokinase	41782.99	42984.789999999986	41918.45	46685.45	45332.41999999999	31456.55000000001
PF00366	Ribosomal protein S17	36906.45	37111.50999999999	37179.13000000001	37673.8	36606.02	39036.87999999998
PF00367	phosphotransferase system, EIIB	12264.62	12535.52	12356.55	19338.94	11754.11	24505.44
PF00368	Hydroxymethylglutaryl-coenzyme A reductase	7156.5	7855.17	6825.17	7403.08	8097.0	4096.21
PF00370	FGGY family of carbohydrate kinases, N-terminal domain	84033.90000000001	79361.74999999999	81724.98000000001	99846.83000000002	84129.31999999998	105351.55
PF00374	Nickel-dependent hydrogenase	16239.85	17524.02	14114.56	18778.900000000005	18868.62	9182.86
PF00375	Sodium:dicarboxylate symporter family	42778.289999999986	44894.12	47764.73	39711.960000000014	34378.66	92663.88
PF00376	MerR family regulatory protein	31997.250000000004	35859.98999999998	29275.18	28920.38	26327.089999999997	56515.58
PF00378	Enoyl-CoA hydratase/isomerase	181668.02	175100.29	193365.77	203745.26	155157.0	265396.54000000004
PF00380	Ribosomal protein S9/S16	36907.45	37111.50999999999	37179.13000000001	37673.8	36606.02	39036.87999999998
PF00381	PTS HPr component phosphorylation site	26355.42	28146.95	27400.36	22828.629999999994	25421.009999999995	47117.24
