function	description	A4	A5	A6	A52	A53	A54
EC:1.1.1.325	Sepiapterin reductase (L-threo-7,8-dihydrobiopterin forming)	4.0	4.0	0.0	0.0	0.0	0.0
EC:1.1.1.327	5-exo-hydroxycamphor dehydrogenase	0.0	0.0	2.0	0.0	0.0	0.0
EC:1.1.1.328	Nicotine blue oxidoreductase	6762.5	7490.9	5700.0	6554.25	5886.08	4035.17
EC:1.1.1.333	Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase	5071.25	2996.08	5385.5	8390.75	4865.75	2912.17
EC:1.1.1.335	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase	3665.5	4085.79	3470.17	4197.0	3877.17	691.5
EC:1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase	5090.33	5963.8600000000015	5790.26	5254.13	5577.82	9559.04
EC:1.1.1.337	L-2-hydroxycarboxylate dehydrogenase (NAD(+))	43.0	21.0	11.5	7.0	9.0	10.5
EC:1.1.1.338	(2R)-3-sulfolactate dehydrogenase (NADP(+))	570.0	603.0	381.17	399.0	633.6700000000002	475.0
EC:1.1.1.339	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))	30.0	30.0	20.0	16.0	31.5	7.0
EC:1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH)	325.5	302.17	287.17	774.33	551.67	281.0
EC:1.1.1.340	1-deoxy-11-beta-hydroxypentalenate dehydrogenase	0.0	0.0	0.0	0.0	0.0	7.0
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	21560.74	20425.74	20795.26	23565.119999999995	21522.579999999994	24418.51
EC:1.1.1.346	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)	10917.57	7091.26	11475.56	17350.309999999998	10006.0	21710.78
EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	23023.15	24873.09	25807.92	18140.71	16733.27	37948.569999999985
EC:1.1.1.350	Ureidoglycolate dehydrogenase (NAD(+))	27.67	41.0	54.76	54.34	24.87	504.34
EC:1.1.1.36	Acetoacetyl-CoA reductase	5694.5	5326.25	8024.67	2746.0	3854.17	6194.0
EC:1.1.1.363	Glucose-6-phosphate dehydrogenase (NAD(P)(+))	25291.24	24435.05	23448.6	26305.74	23817.79	23877.83
EC:1.1.1.367	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	852.0	1007.18	810.0	688.48	1243.86	592.45
EC:1.1.1.368	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase	8.0	0.0	4.0	6.0	15.0	0.0
EC:1.1.1.369	D-chiro-inositol 1-dehydrogenase	13152.78	13873.839999999998	10312.72	11089.6	11524.11	18768.39
EC:1.1.1.37	Malate dehydrogenase	26077.840000000004	25459.209999999995	26928.95	26755.99	24045.799999999992	27821.8
EC:1.1.1.370	Scyllo-inositol 2-dehydrogenase (NAD(+))	0.0	2.0	6.0	13.0	4.0	9.71
EC:1.1.1.371	Scyllo-inositol 2-dehydrogenase (NADP(+))	215.33	225.83	308.83	47.17	18.67	324.67
EC:1.1.1.373	Sulfolactaldehyde 3-reductase	0.0	0.0	0.6	0.57	0.2	59.67
EC:1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase	79.0	59.84	52.84	88.66	59.84	8.5
EC:1.1.1.376	L-arabinose 1-dehydrogenase (NAD(P)(+))	268.0	238.33	191.0	154.67000000000004	301.0	87.67
EC:1.1.1.377	L-rhamnose 1-dehydrogenase (NADP(+))	5.0	2.0	6.0	0.0	2.0	44.0
EC:1.1.1.378	L-rhamnose 1-dehydrogenase (NAD(P)(+))	5.0	2.0	6.0	0.0	2.0	44.0
EC:1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating)	28710.34	28681.339999999986	28097.89	32102.290000000005	27197.41	32807.06
EC:1.1.1.380	L-gulonate 5-dehydrogenase	196.33	220.67	180.43	165.57	188.2	117.19
EC:1.1.1.381	3-hydroxy acid dehydrogenase	317.33	323.3400000000001	380.93	580.7399999999999	293.12	6710.36
EC:1.1.1.385	Dihydroanticapsin 7-dehydrogenase	0.0	3.0	1.0	1.0	0.0	181.0
EC:1.1.1.387	L-serine 3-dehydrogenase (NAD(+))	0.0	0.0	14.0	3.0	11.0	6.0
EC:1.1.1.388	Glucose-6-phosphate dehydrogenase (NAD(+))	3.0	0.0	0.0	0.0	7.67	17.5
EC:1.1.1.4	(R,R)-butanediol dehydrogenase	4899.84	5553.12	5004.38	4000.84	4820.33	6564.09
EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	16362.16	17898.62	16693.1	10628.08	14142.62	16659.7
EC:1.1.1.41	Isocitrate dehydrogenase (NAD(+))	5397.57	4788.66	6329.0	3142.41	5324.91	3792.0
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+))	29176.07	29333.88	29986.15	29455.39	26052.31999999999	47102.34
EC:1.1.1.43	Phosphogluconate 2-dehydrogenase	4.0	10.0	24.0	0.0	0.0	25.0
EC:1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	21560.74	20425.74	20795.26	23565.119999999995	21522.579999999994	24418.51
EC:1.1.1.47	Glucose 1-dehydrogenase (NAD(P)(+))	3443.5	3771.0	2780.05	2867.74	2598.7000000000007	1786.9600000000007
EC:1.1.1.48	D-galactose 1-dehydrogenase	702.5	795.33	552.5	513.1700000000002	776.5	569.9200000000002
EC:1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	25291.24	24435.05	23448.6	26305.74	23817.79	23877.83
EC:1.1.1.51	3(or 17)-beta-hydroxysteroid dehydrogenase	77.5	72.5	56.0	30.0	70.5	39.5
EC:1.1.1.53	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	6228.5	4526.5	6968.67	10121.5	5891.17	11301.9
EC:1.1.1.56	Ribitol 2-dehydrogenase	519.0	548.33	442.0	263.24	326.0	242.17
EC:1.1.1.57	Fructuronate reductase	1144.83	1355.37	1144.43	1700.31	1311.7	994.0600000000003
EC:1.1.1.58	Tagaturonate reductase	1580.83	1854.64	1687.6	1757.07	2103.87	1858.78
EC:1.1.1.6	Glycerol dehydrogenase	1573.02	1455.44	1467.63	1873.34	1338.3	854.6100000000001
EC:1.1.1.60	2-hydroxy-3-oxopropionate reductase	4682.52	5650.969999999998	4597.96	5332.280000000002	4471.71	21551.24
EC:1.1.1.61	4-hydroxybutyrate dehydrogenase	92.69	124.62	60.14	31.03	91.43	96.21
EC:1.1.1.65	Pyridoxine 4-dehydrogenase	3.5	2.0	2.5	17.0	13.0	17.0
EC:1.1.1.67	Mannitol 2-dehydrogenase	5721.0	6282.57	4438.5	5099.0	4974.0	7826.75
EC:1.1.1.69	Gluconate 5-dehydrogenase	5979.33	7208.37	6230.84	6113.82	5716.42	14719.74
EC:1.1.1.76	(S,S)-butanediol dehydrogenase	4350.5	1973.62	4770.33	7603.67	3942.25	4480.82
EC:1.1.1.77	Lactaldehyde reductase	39.52	33.09	32.97	10.03	12.43	124.25
EC:1.1.1.79	Glyoxylate reductase (NADP(+))	3807.33	4529.09	3502.27	2168.91	2577.88	3060.53
EC:1.1.1.8	Glycerol-3-phosphate dehydrogenase (NAD(+))	0.0	0.0	2.0	3.0	0.0	28.0
EC:1.1.1.81	Hydroxypyruvate reductase	8946.16	10412.17	8202.94	7556.58	7743.05	6346.95
EC:1.1.1.82	Malate dehydrogenase (NADP(+))	9.0	0.0	2.0	13.0	0.0	0.0
EC:1.1.1.83	D-malate dehydrogenase (decarboxylating)	3560.5	4463.09	4347.6	2698.74	2514.04	12053.73
EC:1.1.1.85	3-isopropylmalate dehydrogenase	36899.34	37558.359999999986	36897.26	37510.78	36498.84	45894.22
EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	34924.340000000004	35321.289999999986	35192.759999999995	34333.28	34186.009999999995	38419.22
EC:1.1.1.87	Homoisocitrate dehydrogenase	4229.0	4522.67	3930.17	2755.83	4869.17	2320.5
EC:1.1.1.88	Hydroxymethylglutaryl-CoA reductase	6814.0	7526.0	6521.0	6601.25	7531.0	3626.21
EC:1.1.1.9	D-xylulose reductase	355.0	297.5	252.5	181.0	285.5	172.0
EC:1.1.1.90	Aryl-alcohol dehydrogenase	1717.0	2112.62	2309.0	1722.25	1557.25	4167.88
EC:1.1.1.91	Aryl-alcohol dehydrogenase (NADP(+))	200.5	295.24	249.17	319.0	322.67	1336.0
EC:1.1.1.93	Tartrate dehydrogenase	3560.5	4463.09	4347.6	2698.74	2514.04	12053.73
EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	33235.45	33164.84	33529.460000000014	33383.4	31942.679999999997	38766.88
EC:1.1.1.95	Phosphoglycerate dehydrogenase	48108.84	49715.54999999999	48020.45	47886.24	46818.59	58174.81000000001
EC:1.1.2.3	L-lactate dehydrogenase (cytochrome)	15670.91	15004.95	17190.269999999997	16546.32	12247.87	25598.61
EC:1.1.2.4	D-lactate dehydrogenase (cytochrome)	4258.67	5481.75	4858.17	3838.59	3486.59	12625.15
EC:1.1.2.6	Polyvinyl alcohol dehydrogenase (cytochrome)	75.0	83.0	49.0	57.0	51.0	6.0
EC:1.1.2.7	Methanol dehydrogenase (cytochrome c)	874.0	808.0	520.0	917.0	927.34	298.0
EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)	1738.5	1947.0	1366.0	1990.0	1845.0	2261.5
EC:1.1.3.12	Pyridoxine 4-oxidase	9.0	4.5	2.0	3.0	6.5	0.5
EC:1.1.3.15	(S)-2-hydroxy-acid oxidase	27513.82	27742.29	25243.719999999994	28482.10000000001	27780.799999999992	32469.13
EC:1.1.3.17	Choline oxidase	80.0	97.0	49.0	316.0	186.0	6136.0
EC:1.1.3.21	Glycerol-3-phosphate oxidase	3.0	2.0	0.0	1.0	2.0	82.21
EC:1.1.3.41	Alditol oxidase	464.0	537.5699999999998	419.5	721.25	630.5799999999998	7762.67
EC:1.1.3.46	4-hydroxymandelate oxidase	1084.5	1573.09	1503.84	266.0	347.49999999999994	654.0
EC:1.1.3.47	5-(hydroxymethyl)furfural oxidase	64.0	50.5	33.5	22.5	41.5	13.5
EC:1.1.3.48	3-deoxy-alpha-D-manno-octulosonate 8-oxidase	74.0	69.5	51.5	119.0	63.0	39.0
EC:1.1.3.6	Cholesterol oxidase	14668.5	11164.66	14302.0	21788.75	13507.58	12429.84
EC:1.1.3.8	L-gulonolactone oxidase	418.0	409.0	440.5	381.0	327.33	527.6700000000002
EC:1.1.5.2	Quinoprotein glucose dehydrogenase (PQQ, quinone)	1288.32	1147.79	1135.1	1045.48	834.28	2106.27
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase	33888.51000000002	31299.129999999994	34161.7	40127.99	32055.71	34818.770000000004
EC:1.1.5.4	Malate dehydrogenase (quinone)	3926.25	5363.67	5140.98	4784.64	3500.23	19901.210000000006
EC:1.1.5.6	Formate dehydrogenase-N	417.66	463.34	569.86	57.71	25.4	115.25
EC:1.1.5.8	Quinate dehydrogenase (quinone)	1080.33	1614.63	1533.67	190.83	253.0	265.69
EC:1.1.9.1	Alcohol dehydrogenase (azurin)	184.5	202.25	164.0	154.0	225.0	236.0
EC:1.1.98.2	Glucose-6-phosphate dehydrogenase (coenzyme-F420)	5881.0	6531.5	4754.0	5240.0	5164.5	2523.5
EC:1.1.98.3	Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase	5310.25	3201.25	5549.5	8483.75	5110.75	2759.17
EC:1.1.99.1	Choline dehydrogenase	16026.58	14651.33	16687.27	16975.08	12932.95	26152.68
EC:1.1.99.2	L-2-hydroxyglutarate dehydrogenase	210.5	220.0	180.5	232.5	235.0	314.5
EC:1.1.99.21	D-sorbitol dehydrogenase (acceptor)	430.0	440.67	320.67	257.0	419.17	236.0
EC:1.1.99.24	Hydroxyacid-oxoacid transhydrogenase	15.5	4.5	9.5	10.0	15.0	155.0
EC:1.1.99.28	Glucose-fructose oxidoreductase	16.5	11.0	18.5	0.0	22.67	18.5
EC:1.1.99.3	Gluconate 2-dehydrogenase (acceptor)	1156.34	1878.0	1811.1	2369.84	1152.5	16233.96
EC:1.1.99.31	(S)-mandelate dehydrogenase	76.0	74.0	37.5	30.0	45.0	67.0
EC:1.10.2.2	Quinol--cytochrome-c reductase	5084.0	5217.58	6010.17	3289.24	3837.59	11278.09
EC:1.10.3.11	Ubiquinol oxidase (non-electrogenic)	91.0	87.0	57.0	36.0	59.0	95.0
EC:1.10.3.12	Menaquinol oxidase (H(+)-transporting)	1890.36	3664.0	5262.52	4970.3600000000015	1046.0	21123.36
EC:1.10.3.3	L-ascorbate oxidase	4.0	15.0	9.0	0.0	26.0	4.0
EC:1.10.9.1	Plastoquinol--plastocyanin reductase	3239.33	765.3299999999998	3820.0	6261.33	2713.33	652.5
EC:1.11.1.1	NADH peroxidase	0.0	4.0	0.0	0.0	0.0	0.71
EC:1.11.1.10	Chloride peroxidase	2745.32	2972.4700000000007	2483.6500000000005	3049.6800000000007	2593.82	3589.28
EC:1.11.1.15	Peroxiredoxin	93794.36	92118.54999999996	95680.55000000002	98745.46	92557.85999999996	101380.23
EC:1.11.1.19	Dye decolorizing peroxidase	1251.75	1402.91	986.0	2074.25	1501.75	16372.17
EC:1.11.1.21	Catalase peroxidase	12730.08	14062.71	11494.77	11726.73	11777.45	21172.42
EC:1.11.1.5	Cytochrome-c peroxidase	9308.82	9881.09	9618.88	5290.73	8834.240000000002	6831.67
EC:1.11.1.6	Catalase	23251.59	22428.02	27613.93	25608.04	16816.769999999997	60646.13000000001
EC:1.11.1.9	Glutathione peroxidase	30910.840000000004	29113.259999999995	34160.52	29179.44	25769.58	32858.03000000001
EC:1.11.2.4	Fatty-acid peroxygenase	120.0	489.18	876.5	254.73	63.69	3436.16
EC:1.12.1.2	Hydrogen dehydrogenase	6545.5	7205.0	6341.0	8815.0	7182.68	734.5
EC:1.12.1.3	Hydrogen dehydrogenase (NADP(+))	17949.47	19125.17	17512.03	21499.06	21047.27	1932.13
EC:1.12.1.4	Hydrogenase (NAD(+), ferredoxin)	21.0	39.0	24.0	0.0	18.0	0.0
EC:1.12.2.1	Cytochrome-c3 hydrogenase	30.0	32.0	38.0	8.0	9.0	4.5
EC:1.12.5.1	Hydrogen:quinone oxidoreductase	0.0	0.0	0.0	0.0	5.0	0.0
EC:1.12.7.2	Ferredoxin hydrogenase	2856.140000000001	3157.82	2610.26	4286.99	2956.26	629.12
EC:1.12.98.1	Coenzyme F420 hydrogenase	11888.5	10272.85	11988.85	13038.32	13409.68	5574.5
EC:1.12.98.2	5,10-methenyltetrahydromethanopterin hydrogenase	79.0	42.0	22.0	14.0	18.0	4.0
EC:1.12.99.6	Hydrogenase (acceptor)	6541.879999999999	7255.02	5698.56	7375.16	6134.080000000001	6308.84
EC:1.13.11.1	Catechol 1,2-dioxygenase	4487.33	5016.87	4647.17	3388.58	2865.25	7427.33
EC:1.13.11.11	Tryptophan 2,3-dioxygenase	6764.0	7688.33	8562.390000000001	5691.65	5000.1100000000015	18498.85
EC:1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase	143.0	183.0	106.5	151.0	199.0	1109.0
EC:1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase	201.0	193.0	249.6	32.0	88.2	301.0
EC:1.13.11.16	3-carboxyethylcatechol 2,3-dioxygenase	2869.5	2948.83	2721.77	2577.33	1773.7	2675.5
EC:1.13.11.2	Catechol 2,3-dioxygenase	6441.5	7390.379999999999	6355.77	7287.99	6428.3600000000015	23478.86
EC:1.13.11.20	Cysteine dioxygenase	26.0	14.0	9.0	13.0	1.0	22.5
EC:1.13.11.24	Quercetin 2,3-dioxygenase	14.0	17.57	10.0	10.0	5.0	52.0
EC:1.13.11.25	dioxygenase	2004.0	2245.5	1695.0	2054.0	2100.0	2069.0
EC:1.13.11.27	4-hydroxyphenylpyruvate dioxygenase	11480.49	12366.21	12411.51	8963.91	8962.0	17862.92
EC:1.13.11.3	Protocatechuate 3,4-dioxygenase	4043.65	4440.9	3456.34	4773.25	4555.75	22288.68
EC:1.13.11.33	Arachidonate 15-lipoxygenase	3.0	0.0	4.0	0.0	8.0	0.0
EC:1.13.11.37	Hydroxyquinol 1,2-dioxygenase	175.0	164.0	117.5	235.0	160.5	2419.0
EC:1.13.11.39	Biphenyl-2,3-diol 1,2-dioxygenase	0.0	3.0	4.0	24.0	8.0	1047.0
EC:1.13.11.4	Gentisate 1,2-dioxygenase	554.5	613.5699999999998	629.0	604.3199999999998	329.25	2863.17
EC:1.13.11.41	2,4'-dihydroxyacetophenone dioxygenase	7.0	17.0	16.5	21.0	11.0	1048.0
EC:1.13.11.46	4-hydroxymandelate synthase	0.0	1.0	1.5	0.0	0.0	0.0
EC:1.13.11.49	Chlorite O(2)-lyase	11688.58	10558.16	12057.05	16060.65	10666.27	20597.02
EC:1.13.11.5	Homogentisate 1,2-dioxygenase	8614.5	9056.0	8992.67	7975.25	7927.75	8885.17
EC:1.13.11.52	Indoleamine 2,3-dioxygenase	0.0	2.0	2.0	7.0	1.0	28.0
EC:1.13.11.53	Acireductone dioxygenase (Ni(2+)-requiring)	1377.5	976.68	2760.5	1449.4699999999998	713.53	5132.98
EC:1.13.11.54	Acireductone dioxygenase (Fe(2+)-requiring)	1377.5	976.68	2760.5	1449.4699999999998	713.53	5132.98
EC:1.13.11.56	1,2-dihydroxynaphthalene dioxygenase	0.0	0.0	0.0	0.0	0.0	4.0
EC:1.13.11.57	Gallate dioxygenase	109.0	128.0	107.5	114.0	145.0	54.0
EC:1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase	898.5	341.0	2225.5	223.0	389.33	2766.75
EC:1.13.11.66	Hydroquinone 1,2-dioxygenase	0.0	0.0	0.0	0.0	0.0	3.5
EC:1.13.11.72	2-hydroxyethylphosphonate dioxygenase	2.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.74	2-aminophenol 1,6-dioxygenase	0.0	0.0	0.5	0.0	0.0	0.0
EC:1.13.11.75	All-trans-8'-apo-beta-carotenal 15,15'-oxygenase	61.0	49.0	42.0	48.0	42.0	1072.0
EC:1.13.11.76	2-amino-5-chlorophenol 1,6-dioxygenase	0.0	0.0	0.5	0.0	0.0	0.0
EC:1.13.11.79	5,6-dimethylbenzimidazole synthase	6906.17	5496.24	7199.33	9002.84	5833.0	3674.59
EC:1.13.11.8	Protocatechuate 4,5-dioxygenase	390.0	380.5	349.5	235.75	415.25	1716.5
EC:1.13.11.80	(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase	58.0	46.0	31.0	17.0	38.0	38.0
