function	description	A4	A5	A6	A52	A53	A54
COG0017	Aspartyl/asparaginyl-tRNA synthetase	18241.23	19247.02	19191.83	17258.760000000002	20313.91	15136.000000000002
COG0018	Arginyl-tRNA synthetase	37138.62	37886.00999999999	38328.68	38151.97	36758.349999999984	42423.61
COG0019	Diaminopimelate decarboxylase	50469.87	53424.37	48407.3	50898.48	52323.84999999999	64426.73
COG0020	Undecaprenyl pyrophosphate synthase	49325.49000000001	50830.83	48169.45	49153.88	49060.47	54869.76
COG0021	Transketolase	27507.06	27292.25	27527.22	29875.23	25516.419999999995	35653.709999999985
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	32459.61	35076.5	32708.4	36612.83	34823.77	62967.39
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	8121.49	8836.17	8242.1	7024.9	9380.54	4372.3600000000015
COG0024	Methionine aminopeptidase	54549.12	56330.86999999999	52965.98000000001	54190.76999999999	50598.42999999999	66241.53
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	30305.060000000005	33337.54999999999	28226.96	28941.78	29515.019999999986	55183.17
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	20159.910000000003	18965.16	21825.48	21666.06	16329.73	34739.009999999995
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	6498.41	6630.8	7867.6	4042.57	3601.54	5136.19
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	73508.85	70615.95999999998	74048.67	84521.84999999999	72347.79999999999	110213.05999999995
COG0029	Aspartate oxidase	28894.540000000005	28893.39	28208.46	29459.06	28603.509999999995	31504.779999999995
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	37022.45	37221.83999999998	37275.460000000014	38055.05	36738.099999999984	41337.87999999998
COG0031	Cysteine synthase	69781.06	68919.01	69863.27	73666.91999999997	65130.83999999999	92074.05
COG0033	Phosphoglucomutase	8669.41	9408.99	7041.43	7709.66	7571.62	13497.45
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	36518.12	36665.00999999999	36720.63000000001	35142.3	35902.52	39039.37999999998
COG0035	Uracil phosphoribosyltransferase	31533.950000000004	31467.009999999995	31764.130000000005	32948.97	29553.349999999995	36801.88
COG0036	Pentose-5-phosphate-3-epimerase	33405.45	32978.81	33688.73000000002	35205.539999999986	32042.719999999994	36907.93
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	51271.43000000001	49120.2	53065.42000000001	53286.66	48422.57999999999	52121.27999999999
COG0038	H+/Cl- antiporter ClcA	33542.88	28398.3	35167.55	39509.35000000001	34645.55999999998	17663.670000000002
COG0039	Malate/lactate dehydrogenase	34114.26000000002	33192.99	34419.27	36324.7	32191.13999999999	31974.69
COG0040	ATP phosphoribosyltransferase	34828.51	35233.469999999994	35219.759999999995	35005.679999999986	34237.869999999995	38459.84
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	36434.29	36588.62999999998	36652.96	35002.47	35829.52	39015.55
COG0042	tRNA-dihydrouridine synthase	46421.7	47585.75	49168.39	44301.67	40225.6	60362.88999999999
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	9753.27	10602.67	8624.23	5983.67	11078.19	8033.66
COG0044	Dihydroorotase or related cyclic amidohydrolase	47945.29	49323.9	47897.82	50648.82	47993.69	57497.42
COG0045	Succinyl-CoA synthetase, beta subunit	27982.770000000004	27588.209999999995	28452.62000000001	30665.99	26309.97	36160.3
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	36336.12	36446.00999999999	36527.63000000001	34944.3	35722.52	39001.37999999998
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	18453.47	17757.28	18753.56	22438.710000000006	19727.07	25036.55
COG0048	Ribosomal protein S12	36907.45	37111.50999999999	37185.13000000001	37674.8	36602.02	39036.87999999998
COG0049	Ribosomal protein S7	36907.45	37111.50999999999	37185.13000000001	37673.8	36606.02	39036.87999999998
COG0050	Translation elongation factor EF-Tu, a GTPase	34988.74	34870.869999999995	35104.369999999995	38158.46	33796.829999999994	39491.41
COG0051	Ribosomal protein S10	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0052	Ribosomal protein S2	36896.45	37093.50999999999	37163.13000000001	37643.8	36580.02	39036.87999999998
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	39257.56	42649.52	39137.54	37022.87	40691.50999999999	38664.65
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	39048.45	37612.62	40189.8	40863.06	37547.35	45984.59
COG0055	FoF1-type ATP synthase, beta subunit	32307.78	32035.669999999995	32913.3	34050.81	31205.849999999995	36963.38
COG0056	FoF1-type ATP synthase, alpha subunit	32306.78	32008.339999999997	32883.3	34033.81	31242.519999999997	36698.38
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	39081.73	39229.55999999998	40196.68	42141.43	36657.26999999998	65442.00000000001
COG0058	Glucan phosphorylase	31843.910000000003	34062.520000000004	28737.65	29554.53	34671.849999999984	20471.36
COG0059	Ketol-acid reductoisomerase	34909.340000000004	35305.289999999986	35187.759999999995	34328.28	34174.009999999995	38419.22
COG0060	Isoleucyl-tRNA synthetase	36986.12	37544.50999999999	37993.46	37784.47	36617.69	40474.05
COG0061	NAD kinase	37042.95	37417.02	37492.13000000001	38759.2	36818.54999999999	42370.5
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	535.1	404.95	389.54	344.29	380.81	281.40000000000003
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	36336.28	36049.00999999999	35716.08	37221.38	36478.349999999984	34491.21
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	29983.68	30016.669999999984	28892.329999999994	32706.85000000001	29174.169999999995	35207.98
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	41582.34	42599.96	41355.93	40400.61	41974.84	41354.72
COG0066	3-isopropylmalate dehydratase small subunit	41488.34	42554.63000000001	41287.10000000001	40358.94	41901.18	41400.72
COG0067	Glutamate synthase domain 1	8401.0	9106.51	7402.34	6283.16	9313.17	4713.83
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	4038.53	4270.17	3720.23	6678.92	4310.02	3465.7000000000007
COG0069	Glutamate synthase domain 2	53760.87000000001	52606.92	53688.46	53597.0	51498.71	68102.78
COG0070	Glutamate synthase domain 3	6424.0	6961.01	5818.84	4361.16	7319.17	3081.83
COG0071	Molecular chaperone IbpA, HSP20 family	49400.07	51035.22999999999	46318.48	51301.13	53636.23	39831.22
COG0072	Phenylalanyl-tRNA synthetase beta subunit	36943.45	37132.50999999999	37196.13000000001	37681.8	36615.02	38990.87999999998
COG0073	tRNA-binding EMAP/Myf domain	8757.52	7730.379999999999	10312.68	11695.87	7621.959999999999	12559.55
COG0074	Succinyl-CoA synthetase, alpha subunit	35222.520000000004	35666.630000000005	34904.81	35615.149999999994	33191.29	40505.000000000015
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	21731.98	23564.18	20277.959999999995	19373.860000000004	23219.38	33418.039999999986
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	33994.35	26664.36	34251.619999999995	45064.63	31708.959999999995	30743.369999999995
COG0077	Prephenate dehydratase	34895.340000000004	35227.789999999986	35140.759999999995	34578.28	34133.169999999984	44431.22
COG0078	Ornithine carbamoyltransferase	39859.95	40680.16	40068.73	45025.02	40782.74999999999	41067.069999999985
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	69194.33	70137.97	67260.5	70756.26999999999	67839.58999999997	86336.66
COG0080	Ribosomal protein L11	36771.12	36984.50999999999	37080.46	37407.47	36451.02	39041.55
COG0081	Ribosomal protein L1	36771.12	36984.50999999999	37086.46	37417.47	36451.02	39041.55
COG0082	Chorismate synthase	35756.95	35769.00999999999	36017.630000000005	35328.05	34825.52	38967.37999999998
COG0083	Homoserine kinase	21998.1	20946.53	22750.75	25009.12	21984.67	25015.97
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	44558.53	44579.48	46617.54	42968.529999999984	41258.75999999999	52644.26999999999
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	25060.46	24917.96	24611.19	29707.4	26709.06	24111.44
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	36911.12	37112.50999999999	37192.46	37676.47	36606.02	39002.55
COG0087	Ribosomal protein L3	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0088	Ribosomal protein L4	36907.45	37093.50999999999	37168.13000000001	37650.8	36595.02	39036.87999999998
COG0089	Ribosomal protein L23	36906.95	37111.50999999999	37185.13000000001	37674.8	36603.52	39036.87999999998
COG0090	Ribosomal protein L2	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0091	Ribosomal protein L22	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0092	Ribosomal protein S3	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0093	Ribosomal protein L14	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0094	Ribosomal protein L5	36907.45	37111.50999999999	37179.13000000001	37673.8	36606.02	39036.87999999998
COG0095	Lipoate-protein ligase A	9779.58	11348.11	12014.74	14916.27	10692.79	42129.08
COG0096	Ribosomal protein S8	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0097	Ribosomal protein L6P/L9E	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0098	Ribosomal protein S5	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0099	Ribosomal protein S13	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0100	Ribosomal protein S11	36907.45	37093.50999999999	37168.13000000001	37650.23	36595.02	39036.87999999998
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	37626.460000000014	37675.94	37819.81	38771.37	37314.569999999985	39551.12999999998
COG0102	Ribosomal protein L13	36907.45	37113.50999999999	37191.13000000001	37684.8	36606.02	39036.87999999998
COG0103	Ribosomal protein S9	36907.45	37111.50999999999	37179.13000000001	37673.8	36606.02	39036.87999999998
COG0104	Adenylosuccinate synthase	36353.45	36483.33999999998	36552.13	36777.81	35841.679999999986	40167.55
COG0105	Nucleoside diphosphate kinase	31771.53	31892.039999999986	32263.8	32791.14	30912.599999999995	38220.17
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	35011.340000000004	35392.469999999994	35375.259999999995	35249.679999999986	34413.869999999995	38621.34
COG0107	Imidazole glycerol phosphate synthase subunit HisF	38891.01	39780.47	39123.76	37517.679999999986	38869.37	41889.34
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	37848.28	38355.669999999984	37792.47	36304.22	37257.85	40590.999999999985
COG0109	Polyprenyltransferase (heme O synthase)	24702.58	24297.54	25390.82	25485.56	22004.649999999994	29843.47
COG0110	Acetyltransferase (isoleucine patch superfamily)	33653.92	35846.91	31595.630000000005	32084.08	31314.899999999987	35370.200000000004
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	79414.59	79344.77999999997	77766.53	83462.65000000001	74820.56999999999	111308.82
COG0112	Glycine/serine hydroxymethyltransferase	38684.45	39106.23999999998	38634.13000000001	39670.55	38500.77	50199.72
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	33584.95	33602.039999999986	33906.8	31856.89	32684.849999999984	38370.17
COG0114	Fumarate hydratase class II	22165.240000000005	21416.209999999995	24010.48	24594.3	19265.899999999994	34502.34
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	74762.88	74003.24999999999	76400.45	82834.88999999997	73257.68999999999	90073.24
COG0116	23S rRNA G2445 N2-methylase RlmL	16351.04	17622.57	18239.79	13656.14	15869.44	19339.96
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	20655.200000000004	19059.14	21158.96	22246.39	20672.429999999997	21047.77
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	34894.01	35308.969999999994	35260.259999999995	35145.679999999986	34359.869999999995	37489.34
COG0119	Isopropylmalate/homocitrate/citramalate synthases	75429.64	76666.54	72827.45	72155.83000000003	75953.17	62874.00999999999
COG0120	Ribose 5-phosphate isomerase	12270.82	12615.88	12982.77	9100.82	10210.13	16662.989999999998
COG0121	Predicted glutamine amidotransferase	6424.66	7285.05	6491.940000000001	5769.49	4344.040000000001	16225.45
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	23273.340000000004	22687.91	23704.660000000003	23017.95	22077.27999999999	28842.340000000004
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	42783.53	44429.99	41876.53000000001	35180.75	44821.10000000001	43564.93999999999
COG0124	Histidyl-tRNA synthetase	34552.45	37178.00999999999	34349.130000000005	32058.8	34540.51999999998	38646.38
COG0125	Thymidylate kinase	33728.26	33286.08999999998	33844.45	34200.009999999995	32766.519999999997	45806.84
COG0126	3-phosphoglycerate kinase	37037.95	37166.50999999999	37266.63000000001	37825.8	36735.52	39066.87999999998
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	36521.37	36955.50999999999	36882.46	37159.72	36306.27	39086.34
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	35735.45	35751.50999999999	35935.630000000005	35180.05	34759.52	39014.87999999998
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	48078.15	48945.81999999999	48364.84	44619.88	44530.12	57875.02999999999
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	33326.95	33007.50999999999	33307.630000000005	33591.3	32211.019999999986	36907.88
COG0131	Imidazoleglycerol phosphate dehydratase HisB	37911.01	38715.47	38090.26	36327.179999999986	37806.37	40705.34
COG0132	Dethiobiotin synthetase	13159.829999999998	10924.61	15246.87	15098.3	10551.12	25972.35
COG0133	Tryptophan synthase beta chain	35245.35	35802.93	36191.12	34761.819999999985	32438.55	40552.84
COG0134	Indole-3-glycerol phosphate synthase	32259.020000000004	32502.259999999984	32755.62	31819.82	31370.8	38371.01
COG0135	Phosphoribosylanthranilate isomerase	25853.43	25592.47	27299.5	26471.94	26315.66999999999	32780.11
COG0136	Aspartate-semialdehyde dehydrogenase	40046.28	40476.50999999999	39711.390000000014	40252.039999999986	38336.22	41235.90999999999
COG0137	Argininosuccinate synthase	35224.95	35391.33999999998	35520.8	35498.39	34371.85	38842.87999999998
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	35792.369999999995	36106.209999999985	36053.63000000001	34480.8	35307.27	38886.87999999998
COG0139	Phosphoribosyl-AMP cyclohydrolase	34895.76	35265.469999999994	35265.259999999995	35095.179999999986	34271.119999999995	38572.34
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	15174.82	14480.79	14065.48	19306.51	13799.69	15577.07
COG0141	Histidinol dehydrogenase	36668.84	37220.63	36684.26	36724.51	36141.69999999998	40388.65
COG0142	Geranylgeranyl pyrophosphate synthase	71681.39000000001	75264.45	72079.91	70262.70999999999	71189.05999999997	99560.78
COG0143	Methionyl-tRNA synthetase	37798.55	38392.83999999998	38742.97	38951.209999999985	37359.569999999985	41716.76
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	39030.78	39552.139999999985	39317.06000000001	37514.21	37337.72	43073.16
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	15493.37	17177.33	12713.16	13409.49	15415.68	13464.88
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	13968.17	12857.33	12267.17	17218.92	13088.76	11063.26
COG0147	Anthranilate/para-aminobenzoate synthases component I	47550.06000000001	48570.71999999999	48597.91	46477.03	46316.64999999998	70767.85
COG0148	Enolase	39789.78	37749.639999999985	40588.13000000001	44120.2	39293.849999999984	39913.09
COG0149	Triosephosphate isomerase	37627.2	37796.40999999999	37596.63000000001	37476.47	36893.77	39891.72
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	36168.62	36358.00999999999	36361.63000000001	34851.8	35682.52	38997.37999999998
COG0151	Phosphoribosylamine-glycine ligase	36293.95	36467.83999999998	36531.8	34720.14	35676.35	39003.37999999998
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	37297.46	37887.00999999999	38190.01	35636.64	36315.02	42087.22
COG0153	Galactokinase	16652.83	15493.11	16450.940000000002	21779.89	16825.25	16048.01
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	86592.01	77699.79000000001	86102.74	108210.17	81001.68999999999	111402.69999999998
COG0155	Sulfite reductase, beta subunit (hemoprotein)	27989.08	28553.649999999987	27018.11	29622.81	24077.329999999994	33594.91
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	38662.15	38674.44	40476.179999999986	42886.05	38433.3	54808.28999999999
COG0157	Nicotinate-nucleotide pyrophosphorylase	34325.119999999995	34228.85	34673.46	32748.71	33903.26999999998	35257.78
COG0158	Fructose-1,6-bisphosphatase	10532.16	11078.05	11265.27	6601.24	9031.96	13880.61
COG0159	Tryptophan synthase alpha chain	33561.85000000001	33870.85	34380.619999999995	32577.07	31668.8	38691.84
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	34634.66	38725.37999999998	30621.209999999995	34750.810000000005	33917.81	58545.59
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	49768.77	44228.38999999999	50895.09	57464.22	44293.51	56656.31
COG0162	Tyrosyl-tRNA synthetase	37548.44	37839.22	37805.6	38791.83	37293.33999999998	39475.55
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	9563.27	10515.0	8452.23	5946.74	10938.69	7567.66
COG0164	Ribonuclease HII	37056.289999999986	37286.17999999999	37303.13000000001	38017.22	36776.609999999986	40216.88
COG0165	Argininosuccinate lyase	35596.62	36046.33999999998	36556.13	35839.56	34543.679999999986	41715.3
COG0166	Glucose-6-phosphate isomerase	33299.28	33347.84	33760.130000000005	35850.05	32569.599999999984	38357.88000000001
COG0167	Dihydroorotate dehydrogenase	45550.19	46942.71999999999	45877.03000000001	48426.25	45962.03999999999	44213.97
COG0168	Trk-type K+ transport system, membrane component	39046.38000000001	41002.97	39459.29	38711.53	41028.72999999999	47390.44000000001
COG0169	Shikimate 5-dehydrogenase	44028.36	44812.16	42647.23000000002	43643.15	42720.04999999999	63752.98
COG0170	Dolichol kinase	4776.5	5301.84	4469.84	3299.83	5927.51	2385.67
COG0171	NH3-dependent NAD+ synthetase	37589.37	37885.599999999984	37820.3	37982.3	36957.43999999999	39466.55
COG0172	Seryl-tRNA synthetase	36919.45	37121.50999999999	37192.13000000001	37695.8	36623.02	39083.87999999998
COG0173	Aspartyl-tRNA synthetase	32368.450000000004	32121.339999999997	32895.460000000014	33652.97	31197.849999999984	35988.38
COG0174	Glutamine synthetase	76465.01000000002	75529.62	74171.84	81711.24	73420.70999999999	77693.09999999999
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	49142.31000000001	49115.81999999999	46971.03	49699.64	45714.39999999999	49518.59
COG0176	Transaldolase	35348.45	32521.73	36325.08	40797.51999999998	33327.119999999995	37805.570000000014
COG0177	Endonuclease III	36870.61	36755.639999999985	37000.3	37477.79	36246.67999999999	39504.55
COG0178	Excinuclease UvrABC ATPase subunit	52656.69	52949.31	53588.97	56522.54	51446.24999999999	61758.49000000001
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	57363.76	60473.60999999999	58054.24	55267.20999999999	51672.919999999984	94195.08999999998
COG0180	Tryptophanyl-tRNA synthetase	32448.950000000004	32264.669999999995	32924.460000000014	35253.289999999986	31137.429999999997	38067.08
COG0181	Porphobilinogen deaminase	33820.45	33768.169999999984	34067.8	32106.89	32855.349999999984	38609.55
COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	19410.03	20394.68	18275.8	17831.14	20978.349999999995	11563.86
COG0183	Acetyl-CoA acetyltransferase	147881.37	137397.25	153525.11	174902.39999999994	127496.65	212819.14999999997
COG0184	Ribosomal protein S15P/S13E	36830.45	37100.50999999999	37020.63000000001	37661.8	36499.02	39036.87999999998
COG0185	Ribosomal protein S19	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0186	Ribosomal protein S17	36906.45	37111.50999999999	37179.13000000001	37673.8	36606.02	39036.87999999998
COG0187	DNA gyrase/topoisomerase IV, subunit B	61503.2	61596.42999999999	62755.79	63586.43	59131.049999999974	72807.43
COG0188	DNA gyrase/topoisomerase IV, subunit A	57142.7	56355.42999999999	59151.79	60627.43	53489.54999999998	72471.93
COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	35099.650000000016	35150.05	34712.369999999995	32174.64	33227.33	38408.51
COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	38406.95	38848.35	38367.8	38930.63	38110.179999999986	46210.20999999999
COG0191	Fructose/tagatose bisphosphate aldolase	32728.39	35900.95	31054.34	32687.16	31698.97	40905.83
COG0192	S-adenosylmethionine synthetase	33243.200000000004	32877.72	33641.180000000015	35400.72	32124.099999999984	37258.88
COG0193	Peptidyl-tRNA hydrolase	32826.700000000004	32632.089999999997	33334.460000000014	34912.97	31752.349999999984	36724.88
COG0194	Guanylate kinase	33115.14	32994.759999999995	33609.5	35444.1	32111.919999999995	36905.3
COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	37027.95	37244.50999999999	37312.63000000001	37926.8	36833.52	39129.37999999998
COG0196	FAD synthase	32835.450000000004	32639.339999999997	33367.460000000014	34921.97	31741.349999999984	36805.38
COG0197	Ribosomal protein L16/L10AE	36907.45	37111.50999999999	37185.13000000001	37674.8	36606.02	39036.87999999998
COG0198	Ribosomal protein L24	36905.45	37111.50999999999	37179.13000000001	37668.8	36603.52	39035.87999999998
COG0199	Ribosomal protein S14	38726.95	39314.50999999999	38742.13000000001	40338.8	38583.52	42469.82
COG0200	Ribosomal protein L15	36907.45	37093.50999999999	37168.13000000001	37650.8	36595.02	39036.87999999998
COG0201	Preprotein translocase subunit SecY	36912.45	37111.50999999999	37186.13000000001	37693.8	36606.02	39085.37999999998
COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	36906.95	37111.50999999999	37179.13000000001	37674.8	36603.52	39037.87999999998
COG0203	Ribosomal protein L17	32821.450000000004	32629.339999999997	33327.960000000014	34904.97	31748.349999999984	36715.38
COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	92615.92	92083.19	90615.26	96099.87	85468.37999999999	99919.97
COG0205	6-phosphofructokinase	40679.49	41768.789999999986	40748.95	44919.45	44052.91999999999	31160.55000000001
COG0206	Cell division GTPase FtsZ	46503.29	47827.35	46283.47000000001	46715.63	48503.03	44213.87999999999
COG0207	Thymidylate synthase	22285.740000000005	24156.849999999995	23428.49	20117.22	20238.66	34203.67
COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain	17926.5	16740.26	20460.75	20887.779999999995	15490.4	36231.41
COG0209	Ribonucleotide reductase alpha subunit	42276.92000000001	39956.75999999999	44636.42000000001	44475.78	40206.56999999999	44004.75
COG0210	Superfamily I DNA or RNA helicase	77646.25999999997	77588.68999999999	76750.19	75745.29000000001	72248.62999999998	93666.13999999998
COG0211	Ribosomal protein L27	32821.450000000004	32629.339999999997	33327.960000000014	34904.97	31748.349999999984	36715.38
COG0212	5-formyltetrahydrofolate cyclo-ligase	29789.950000000004	29354.339999999997	30251.96000000001	29434.47	27894.84999999999	36473.38
COG0213	Thymidine phosphorylase	23622.950000000004	25669.8	21537.13	22189.89	25046.84999999999	25130.13
COG0214	Pyridoxal biosynthesis lyase PdxS	19712.870000000006	18859.47	19742.85	25764.16	20082.6	23544.02
COG0215	Cysteinyl-tRNA synthetase	43544.87	41827.15999999999	43468.46	48991.47	41309.67999999999	49960.72
COG0216	Protein chain release factor A	32821.450000000004	32629.339999999997	33327.960000000014	34904.97	31748.349999999984	36715.38
COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	33777.11	34081.17	34769.73	35065.8	32018.219999999994	37116.76
COG0218	GTP-binding protein EngB required for normal cell division	25057.710000000006	26870.029999999995	25949.63	19933.72	25065.43999999999	25347.210000000006
COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	16767.449999999993	17560.01	17645.96	13323.72	15321.27	29788.710000000006
COG0220	tRNA G46 methylase TrmB	28648.41	30445.3	28557.830000000005	25232.779999999995	25392.77999999999	42134.709999999985
COG0221	Inorganic pyrophosphatase	24439.9	23080.529999999995	25630.27	23204.15	21534.539999999994	30909.06
COG0222	Ribosomal protein L7/L12	32685.12000000001	32500.339999999997	33229.29	34647.64	31600.849999999984	36720.05
COG0223	Methionyl-tRNA formyltransferase	35379.97	35295.29	35526.26	37079.77	34006.78	38605.62
COG0224	FoF1-type ATP synthase, gamma subunit	32308.78	32010.339999999997	32889.3	34034.81	31244.849999999995	36675.38
COG0225	Peptide methionine sulfoxide reductase MsrA	38089.37	38855.4	39434.68	37175.51999999998	36761.749999999985	60887.12
